species,smiles,parent,parent 2,isotopologue,source,N,logN,final vectors 70,final vectors iso 70
HD(34S),[2H][34SH],[2H]S,S,y,Drozdovskaya et al. (18),1.00E+15,15,"[-0.87531054, 0.48620376, 0.4049551, 0.13824286, 0.060750082, 0.28830203, 0.02090851, 0.91054595, 0.4437248, -0.04602908, 0.29394764, -0.30231765, 0.80795616, -0.52360487, -1.092165, -0.5452483, -0.3649935, 0.9392505, 1.0446203, -0.9430261, 0.04148953, 0.17302871, 0.6370055, -0.83474004, -0.23972529, -0.3816161, 0.49386397, 0.24568017, 0.2745344, -0.5105896, 0.16563468, -0.0063795373, -0.71513414, -0.40131152, -0.43062443, -0.22509144, 0.19627473, 0.44519222, 0.24935459, 0.13884428, 0.0036337972, -0.15491727, -0.14586557, -0.4196879, 0.054486055, 0.5663382, 0.03999945, -0.6651685, 0.36382666, 0.34553713, -0.36953247, -0.2751427, -0.24907061, 0.35320267, -0.3025606, -0.15451647, -1.3118641, -0.8078511, -0.76456463, -0.15800542, 0.07038772, 0.071938396, 0.7597215, 0.9445263, -0.11353961, -0.08743004, -0.042333692, 0.5010626, 0.118435435, -0.40799904]","[0.20140675, -0.04654868, 0.8073308, 0.045414187, 0.09613168, -0.12031608, 0.14828144, 0.47588614, 0.45902818, 0.27420023, 0.07977503, 0.037978236, 0.44111612, -0.39315897, 0.41995603, 0.094958596, 0.22865425, 0.07599921, 0.8120586, -0.1034236, 0.26568073, 0.6046874, 0.08120744, -0.18248412, -0.26997998, 0.060169008, -0.13382767, 0.111945726, 0.07878454, -0.443991, -0.13648634, 0.31299195, 0.041147456, 0.102714956, 0.02969558, -0.25659218, 0.28488755, 0.10703696, 0.23794806, 0.5342997, -0.37350345, -0.6043562, 0.043441083, -0.6723531, -0.0066935495, 0.00994005, 0.30479088, -0.6309378, -0.050040428, 0.4595433, -0.27859536, -0.3439755, -0.09977434, 0.5904285, 0.40163848, 0.08437367, -0.8834698, 0.63406366, 0.49671638, 0.0053654932, -0.6324172, 0.62030643, 0.33194265, 0.45001224, 0.61326414, -0.7429992, -0.09777814, 0.13409533, 0.11735581, -0.16358614, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
C2H5CN,CCC#N,Main,Main,n,Calcutt et al. (2018b),3.60E+15,15.56,"[1.2017933, 2.5378642, -0.23101243, -1.1029795, 5.074832, 0.6395532, -3.9606724, 0.6854403, 4.160387, 3.1087723, 2.9716916, -0.72230536, 1.4680839, 3.5793028, 3.8806913, 0.8715793, -4.5196958, 0.86795914, 3.2931004, 0.7088347, -0.92059946, 0.2646568, 2.6131237, 1.780185, -4.9247317, -4.77727, -3.3467393, 2.8081923, 4.811631, -0.39665008, 2.7405496, -3.364184, -1.856221, -1.3383087, -1.4120082, 1.8008962, -4.425637, 4.9282846, -1.9719834, 0.9404968, -1.4871497, -1.2290581, 0.05833143, 0.64001167, 2.076191, -1.919644, 2.0213575, -2.867699, 0.21555752, 2.176449, -2.127129, -1.8093588, 3.0733116, 0.17963427, 2.2720358, -0.7368289, -1.8063698, -0.8514532, -3.2973576, -1.453811, 0.020254366, 0.17298706, 3.7895646, 7.941146, 0.69571847, -1.5385576, -3.729874, 0.9985051, -2.1191952, 2.9289296]","[1.2017933, 2.5378642, -0.23101243, -1.1029795, 5.074832, 0.6395532, -3.9606724, 0.6854403, 4.160387, 3.1087723, 2.9716916, -0.72230536, 1.4680839, 3.5793028, 3.8806913, 0.8715793, -4.5196958, 0.86795914, 3.2931004, 0.7088347, -0.92059946, 0.2646568, 2.6131237, 1.780185, -4.9247317, -4.77727, -3.3467393, 2.8081923, 4.811631, -0.39665008, 2.7405496, -3.364184, -1.856221, -1.3383087, -1.4120082, 1.8008962, -4.425637, 4.9282846, -1.9719834, 0.9404968, -1.4871497, -1.2290581, 0.05833143, 0.64001167, 2.076191, -1.919644, 2.0213575, -2.867699, 0.21555752, 2.176449, -2.127129, -1.8093588, 3.0733116, 0.17963427, 2.2720358, -0.7368289, -1.8063698, -0.8514532, -3.2973576, -1.453811, 0.020254366, 0.17298706, 3.7895646, 7.941146, 0.69571847, -1.5385576, -3.729874, 0.9985051, -2.1191952, 2.9289296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
H2CO,C=O,Main,Main,n,Persson et al. (18),1.90E+18,18.28,"[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
H2(13C)O,[13CH2]=O,C=O,C=O,y,Persson et al. (18),3.60E+16,16.5563025,"[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0]"
H2C(17O),C=[17O],C=O,C=O,y,Persson et al. (18),7.20E+14,14.8573325,"[-1.4616807, -0.0077930912, 1.186842, -1.1170171, 0.4905947, -0.557905, -0.52113277, 0.47294647, 1.2168386, 0.16998932, 0.8055184, 0.16773945, 0.81644726, 0.6735945, -0.26818538, -0.1750798, -0.26173338, 0.7405493, 0.8993226, -1.2414172, -0.04342521, -0.10381867, -1.1612722, 0.27128872, 1.2406392, -0.7916244, -0.1062294, 0.79384583, 0.3103458, -0.30297515, 0.24608126, 0.2786239, 0.10339834, -0.32807732, -0.33533758, -0.42624196, -0.8616778, -0.27156916, -0.27039996, -0.534196, 0.046269186, -0.6147089, 1.242153, -0.6473872, -0.05424655, -0.3982855, 1.0537621, 0.06552137, -0.5598567, 0.375204, -0.78340006, -0.21061382, -0.74558413, 0.9195237, 0.978189, 0.057884138, -0.31830603, -1.320655, -0.17172207, -0.09781023, -0.11156112, -0.29846218, 1.3866291, 0.31933558, -0.041189864, 0.1595263, 1.1543539, 0.10041744, -0.81446606, -1.2363162]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
H2C(18O),C=[18O],C=O,C=O,y,Persson et al. (18),2.30E+15,15.36172784,"[-2.2240467, 0.7614501, 1.2434837, -1.1446544, 0.7739296, -0.3619633, -1.3705198, 1.0794743, 1.3547745, -0.74737084, 1.0343326, 0.5286189, -0.052259475, 0.27555788, -0.6512274, -0.425017, -0.117552936, 0.4611308, 0.731598, -1.6902764, -0.01019536, 0.22256058, -1.0360667, -1.0838022, 0.79894245, -0.94648, 0.26720792, 0.19550553, 0.42782632, -0.7880286, 0.26898497, -0.19804633, 0.109100804, -0.32205597, -0.50308603, -0.4221309, -0.3937355, -0.02027627, -0.9808006, 0.21234062, 0.25810808, -0.5763218, 0.48288938, -0.31703004, -0.36790073, -0.19060199, 1.4336836, 0.12860864, -0.8536653, 0.58020097, -1.3900348, -0.019727468, -0.47359702, 0.82096636, 0.7088784, 0.69172716, -0.8977128, -1.0654474, -0.5724848, 0.006861355, 0.080494165, -0.7500952, 1.6254787, 0.7990464, -0.75876206, -0.68876344, 1.3980488, 0.25160912, -0.84802383, -0.95772517]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
HDCO,[2H]C=O,C=O,C=O,y,Persson et al. (18),1.30E+17,17.11394335,"[-3.9484699, 2.1741154, 2.4107625, -1.2751466, 1.0614526, 0.9096968, -1.6660619, 2.723466, 1.630599, 0.7647687, 2.7401538, 0.17405564, 1.7590353, 0.429813, 0.25418544, -1.9671272, -1.8154179, 2.7186677, 3.005904, -3.4131768, -1.7067378, 0.5854658, 0.82654595, -1.9056191, -1.2077916, 0.25693107, 1.3579634, 2.3610907, 0.49736106, -3.307176, 0.87450767, -1.5515907, -1.071696, -0.36150515, -0.35964534, -0.48001295, -0.3090456, 1.2337743, -0.51190853, 0.076651186, 0.86504924, -1.6547961, 0.7400319, -1.290741, 0.26573122, 0.8648723, 4.2160544, -1.552865, 1.2740302, 0.8975362, -1.7172804, -1.0572929, -1.1438208, 3.0847793, 0.25270632, 0.6049232, -4.3010387, -1.390934, -1.4452589, -0.59205586, -0.68827724, -0.3206208, 2.7774105, 3.568081, -0.017210186, -0.76799935, 1.1705095, -0.18940908, -1.0209671, -1.3392527]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1]"
D2CO,[2H]C([2H])=O,C=O,C=O,y,Persson et al. (18),1.60E+16,16.20411998,"[-5.884587, 3.4115567, 3.7565334, -1.918779, 0.65642524, 1.7941847, -2.015356, 4.2797837, 2.0916686, 0.73786056, 3.4916143, 0.017694242, 2.970899, -0.10743507, -1.0571355, -3.4041224, -2.0394638, 4.257032, 4.411147, -5.437772, -2.5380652, 0.93844247, 1.4042733, -3.521897, -1.1798024, -0.005197704, 2.3067608, 3.4444385, 0.6180234, -4.762711, 1.6463084, -1.7881973, -2.069382, -0.6435653, -1.3435917, -0.49701536, 0.08883859, 1.172231, -0.11706868, 0.49956316, 1.4596123, -1.7651507, 0.5831059, -1.809444, 0.245677, 1.9842924, 4.7393394, -2.7810946, 2.0540342, 1.4896061, -2.0771103, -1.3626695, -1.6200671, 4.649921, -0.4483792, 0.54974055, -6.0441837, -2.5679722, -3.027357, -0.5415862, -0.27034146, -0.29631224, 4.692322, 5.2832046, -0.34136716, -0.92715013, 1.2879273, 0.30944806, -1.0509871, -1.88988]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2]"
D2(13C)O,[2H][13C]([2H])=O,[2H]C([2H])=O,C=O,y,Persson et al. (18),2.20E+14,14.34242268,"[-5.884587, 3.4115567, 3.7565334, -1.918779, 0.65642524, 1.7941847, -2.015356, 4.2797837, 2.0916686, 0.73786056, 3.4916143, 0.017694242, 2.970899, -0.10743507, -1.0571355, -3.4041224, -2.0394638, 4.257032, 4.411147, -5.437772, -2.5380652, 0.93844247, 1.4042733, -3.521897, -1.1798024, -0.005197704, 2.3067608, 3.4444385, 0.6180234, -4.762711, 1.6463084, -1.7881973, -2.069382, -0.6435653, -1.3435917, -0.49701536, 0.08883859, 1.172231, -0.11706868, 0.49956316, 1.4596123, -1.7651507, 0.5831059, -1.809444, 0.245677, 1.9842924, 4.7393394, -2.7810946, 2.0540342, 1.4896061, -2.0771103, -1.3626695, -1.6200671, 4.649921, -0.4483792, 0.54974055, -6.0441837, -2.5679722, -3.027357, -0.5415862, -0.27034146, -0.29631224, 4.692322, 5.2832046, -0.34136716, -0.92715013, 1.2879273, 0.30944806, -1.0509871, -1.88988]","[-1.6243298, 0.5783266, 0.66634357, -0.80951804, 1.2336766, 0.04522714, -1.3704237, 0.65831757, 0.8637982, 0.8302376, 1.5561874, 0.47468022, 0.26374525, 1.0463517, 1.6722184, -0.2750622, -1.3783267, 0.57835776, 1.3227814, -1.0935292, -0.91954523, 0.30792823, 0.0789959, -0.11520736, -1.0836115, -0.13671115, 0.12970538, 0.92959964, 0.2561408, -1.1818817, 0.017839521, -1.2815992, 0.3902031, -0.07923129, 0.3769004, -0.47300857, -0.9720571, 0.81084776, -1.1456565, 0.07319528, 0.021271246, -1.1904125, 0.9303399, -0.27082145, 0.3071788, -0.5148699, 2.61521, -0.6670203, 0.12543286, 0.19106174, -1.0088304, -0.515579, -0.4870627, 1.174911, 0.7122726, 0.5744631, -1.5689534, -0.19809279, 0.10656625, -0.7693717, -0.8505471, -0.13937199, 0.890092, 1.3497483, 0.2180482, -0.76177025, 0.9376425, -0.6016351, -0.760741, -0.5866861, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 2, 1, 0, 2]"
CH3OCH2OH,COCO,Main,Main,n,Manigand (year?),1.40E+17,17.15,"[-1.6986465, 1.4637952, 0.1893526, 0.72561526, 7.369113, -0.055111468, -3.2264266, -1.3752602, 1.9754794, 1.9044123, 2.0288603, -1.6524478, 1.1899056, 2.1683686, 3.4742444, 0.8889843, -5.875733, -0.072182566, 3.4055076, -1.0978047, 0.25155845, -0.024682704, 4.0579925, 0.5430476, -5.1186233, -1.8583832, -2.0876398, 1.5765411, 3.8082995, -1.1161306, 1.9695446, -3.704624, -1.1572796, -3.3348682, 0.45890376, -0.32454878, -4.3310385, 2.179603, -1.3954995, 1.7923856, 2.1708288, -1.4022005, -0.695891, 0.1624811, 3.9591331, -3.1250103, 5.1541376, -1.8931377, 1.0797718, 0.42724153, -1.3996656, -0.16805471, -0.66313344, -0.13134706, 1.8555999, -0.5618675, -2.288696, -1.3697835, -0.63072044, -1.3800393, -1.4455447, 0.5733033, 1.9898345, 6.540579, -1.3758979, -1.3203219, 0.4618389, 3.4254336, -0.19007666, 2.7933326]","[-1.6986465, 1.4637952, 0.1893526, 0.72561526, 7.369113, -0.055111468, -3.2264266, -1.3752602, 1.9754794, 1.9044123, 2.0288603, -1.6524478, 1.1899056, 2.1683686, 3.4742444, 0.8889843, -5.875733, -0.072182566, 3.4055076, -1.0978047, 0.25155845, -0.024682704, 4.0579925, 0.5430476, -5.1186233, -1.8583832, -2.0876398, 1.5765411, 3.8082995, -1.1161306, 1.9695446, -3.704624, -1.1572796, -3.3348682, 0.45890376, -0.32454878, -4.3310385, 2.179603, -1.3954995, 1.7923856, 2.1708288, -1.4022005, -0.695891, 0.1624811, 3.9591331, -3.1250103, 5.1541376, -1.8931377, 1.0797718, 0.42724153, -1.3996656, -0.16805471, -0.66313344, -0.13134706, 1.8555999, -0.5618675, -2.288696, -1.3697835, -0.63072044, -1.3800393, -1.4455447, 0.5733033, 1.9898345, 6.540579, -1.3758979, -1.3203219, 0.4618389, 3.4254336, -0.19007666, 2.7933326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
H2CS,C=S,Main,Main,n,Drozdovskaya (18),1.30E+15,15.11,"[-1.2388573, 0.66435623, 1.340613, -1.5819569, 0.5805816, -1.0966835, -0.53774464, 0.08517107, 0.9387175, 0.8589106, 1.8318535, -0.17986533, 0.35092968, 0.6227964, -0.02561292, -0.68927103, -0.96473765, -0.56639695, 2.7199697, -0.6496668, -0.7210771, 0.24670774, -0.52272636, -0.6355293, 0.77514535, -0.2468585, -0.3175429, 1.9844438, 0.34880185, -1.3857982, 1.4866494, -0.8899219, 0.9846005, -0.05202204, 0.34621048, -0.9990332, -1.1571355, -0.47890425, -0.55673796, -0.17859644, -0.12835921, -1.0527141, 0.72340405, -1.1986793, 0.95094115, -1.0633676, 0.8198043, -0.6763394, -0.705547, 1.1053972, -0.7804949, -0.20322728, -0.56539834, 1.9798846, 0.5036312, 0.5290752, -1.3341379, 1.0449078, 0.22804841, 0.3356797, -1.1373804, 0.0829007, 1.8406422, 2.0770526, 0.651262, -1.3253179, 1.5755215, 0.3360524, -0.69545513, -0.62797856]","[-1.2388573, 0.66435623, 1.340613, -1.5819569, 0.5805816, -1.0966835, -0.53774464, 0.08517107, 0.9387175, 0.8589106, 1.8318535, -0.17986533, 0.35092968, 0.6227964, -0.02561292, -0.68927103, -0.96473765, -0.56639695, 2.7199697, -0.6496668, -0.7210771, 0.24670774, -0.52272636, -0.6355293, 0.77514535, -0.2468585, -0.3175429, 1.9844438, 0.34880185, -1.3857982, 1.4866494, -0.8899219, 0.9846005, -0.05202204, 0.34621048, -0.9990332, -1.1571355, -0.47890425, -0.55673796, -0.17859644, -0.12835921, -1.0527141, 0.72340405, -1.1986793, 0.95094115, -1.0633676, 0.8198043, -0.6763394, -0.705547, 1.1053972, -0.7804949, -0.20322728, -0.56539834, 1.9798846, 0.5036312, 0.5290752, -1.3341379, 1.0449078, 0.22804841, 0.3356797, -1.1373804, 0.0829007, 1.8406422, 2.0770526, 0.651262, -1.3253179, 1.5755215, 0.3360524, -0.69545513, -0.62797856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
C(33S),[C-]#[33S+],C=S,C=S,y,Drozdovskaya et al. (18),8.00E+13,13.90308999,"[0.6782115, 0.3715282, 2.2669625, -0.6108184, -0.16065031, 0.1119389, -0.49385506, 0.6225596, 2.6898708, 1.1380582, -0.12361883, 0.20163132, 0.19523343, -0.390958, 1.0306313, -0.02739913, 0.14393884, 0.36056262, 3.0141206, 1.0385231, -0.56645405, 0.17405407, -0.12485057, -0.1149866, 1.0890579, 0.060486645, 0.31508967, 1.35667, 0.3814726, -0.6708506, 0.9490848, -0.012849025, 0.029843517, 0.18386725, -1.9499238, 1.1600137, -0.5286846, 1.1716418, -0.6161477, 1.0712315, -0.020153295, -0.5803349, 0.2971307, -0.43984693, -1.138487, -0.35099158, -1.1653055, 0.44787347, -0.6269671, 1.1421862, -1.612988, -0.334858, -0.9298165, -0.25330988, 0.63675064, 0.29497394, -1.4699531, -0.522235, -0.71020967, 0.35284972, 0.35362467, -0.2542928, 1.8738804, 1.176966, 0.06316982, 0.2901815, -1.6585591, -0.19158517, 0.14887246, -2.1035442]","[-1.2388573, 0.66435623, 1.340613, -1.5819569, 0.5805816, -1.0966835, -0.53774464, 0.08517107, 0.9387175, 0.8589106, 1.8318535, -0.17986533, 0.35092968, 0.6227964, -0.02561292, -0.68927103, -0.96473765, -0.56639695, 2.7199697, -0.6496668, -0.7210771, 0.24670774, -0.52272636, -0.6355293, 0.77514535, -0.2468585, -0.3175429, 1.9844438, 0.34880185, -1.3857982, 1.4866494, -0.8899219, 0.9846005, -0.05202204, 0.34621048, -0.9990332, -1.1571355, -0.47890425, -0.55673796, -0.17859644, -0.12835921, -1.0527141, 0.72340405, -1.1986793, 0.95094115, -1.0633676, 0.8198043, -0.6763394, -0.705547, 1.1053972, -0.7804949, -0.20322728, -0.56539834, 1.9798846, 0.5036312, 0.5290752, -1.3341379, 1.0449078, 0.22804841, 0.3356797, -1.1373804, 0.0829007, 1.8406422, 2.0770526, 0.651262, -1.3253179, 1.5755215, 0.3360524, -0.69545513, -0.62797856, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
